"location","area","unit","bedrooms","bathrooms_w_cs","floor_area","no_of_floors","car_parking_spaces","availability","price","district"
"boralesgamuwa",6,"perches","4",3,3100,NA,"None","Available now",31,"Colombo"
"pelawatte",22,"perches","4",4,4750,3,"3","Available now",120,"Colombo"
"battaramulla",6.75,"perches","4",4,3200,NA,"None","Available now",41,"Colombo"
"battaramulla",14.7,"perches","4",4,4000,NA,"None","Available now",120,"Colombo"
"kadawatha",10.25,"perches","4",3,2750,NA,"None","Available now",30,"Gampaha"
"dehiwala",6.3,"perches","3",4,3200,NA,"None","Available now",39,"Colombo"
"kaduwela",29.5,"perches","4",3,8000,NA,"3","Available now",NA,"Colombo"
"negombo",335,"perches","3",3,1400,NA,"None","Available now",142.38,"Gampaha"
"kadawatha",18.3,"perches","5",4,NA,NA,"None","Available now",39,"Gampaha"
"malabe",10.5,"perches","3",2,1400,NA,"None","Available now",21,"Colombo"
"wadduwa",42,"perches","3",2,NA,NA,"6","Available now",59,"Kalutara"
"battaramulla",NA,NA,"3",2,1264,NA,"1","Available now",30,"Colombo"
"battaramulla",NA,NA,"3",2,1033,NA,"1","Available now",27,"Colombo"
"pelawatte",22,"perches","4",4,4750,3,"3","Available now",120,"Colombo"
"colombo 3",24,"perches","above 5",NA,6000,2,"4","Available now",396,"Colombo"
"malabe",10.5,"perches","3",1,1400,1,"1","Available now",21,"Colombo"
"pelawatte",40,"perches","5",4,NA,NA,"None","Available now",145,"Colombo"
"colombo 5",10,"perches","3",3,NA,NA,"2","Available now",120,"Colombo"
"dehiwala",10.3,"perches","above 5",6,4000,NA,"2","Available now",85,"Colombo"
"battaramulla",11,"perches","4",5,3000,NA,"2","Available now",55,"Colombo"
"colombo 8",8.56,"perches","above 5",4,2643,NA,"2","Available now",180,"Colombo"
"padukka",182,"perches","5",3,5000,NA,"2","Available now",69.5,"Colombo"
"ahangama",50,"perches","4",1,NA,1,"None","Available now",17.5,"Galle"
"dambulla",43,"perches","3",1,2,2,"None","Available now",7,"Matale"
"piliyandala",21,"perches","4",3,2900,NA,"None","Available now",30,"Colombo"
"colombo 8",18,"perches","2",2,3700,NA,"None","Available now",115,"Colombo"
"colombo 5",8.5,"perches","5",5,4600,NA,"None","Available now",180,"Colombo"
"ethul kotte",17.2,"perches","4",3,2500,NA,"None","Available now",80,"Colombo"
"thalawathugoda",13,"perches","4",3,3500,NA,"None","Available now",35,"Colombo"
"battaramulla",13,"perches","4",3,3500,NA,"None","Available now",70,"Colombo"
"battaramulla",43,"perches","5",3,4012,NA,"None","Available now",120,"Colombo"
"nugegoda",25,"perches","above 5",9,10000,NA,"None","Available now",230,"Colombo"
"kurunegala",22,"perches","4",1,2500,2,"None","Available now",25,"Kurunegala"
"boralesgamuwa",6,"perches","4",3,3100,NA,"None","Available now",31,"Colombo"
"ethul kotte",10,"perches","5",3,3000,NA,"None","Available now",60,"Colombo"
"panadura",145,"perches","4",3,3000,NA,"None","Available now",55,"Kalutara"
"dehiwala",12.5,"perches","3",2,2500,NA,"None","Available now",75,"Colombo"
"kaduwela",29.5,"perches","4",3,8000,NA,"None","Available now",75,"Colombo"
"vavuniya",10,"perches","3",1,1,NA,"2","For Urgent Sale",2.2,"Vavuniya"
"malabe",13,"perches","3",3,4000,3,"5","Available now",45,"Colombo"
"maharagama",24.7,"perches","3",2,2000,NA,"6","Available now",50,"Colombo"
"battaramulla",45,"perches","5",3,4100,2,"6","Available now",120,"Colombo"
"colombo 3",NA,NA,"4",NA,11,NA,"None","Available now",220,"Colombo"
"colombo 3",6.5,"perches","3",NA,3000,NA,"None","Available now",145,"Colombo"
"colombo 3",7.5,"perches","above 5",NA,3500,3,"None","Available now",150,"Colombo"
"kaduwela",60,"perches","4",2,NA,NA,"2","Available now",15.5,"Colombo"
"colombo 10",7,"perches","4",3,2650,2,"2","Available now",70,"Colombo"
"moratuwa",9,"perches","5",3,1500,NA,"None","Available now",17.5,"Colombo"
"pannipitiya",8.3,"perches","3",2,1700,NA,"None","Available now",18.5,"Colombo"
"malabe",8,"perches","4",3,2800,NA,"None","Available now",29,"Colombo"
"panadura",240,"perches","4",4,7500,3,"4","Available now",250,"Kalutara"
"pittugala",7,"perches","3",2,NA,NA,"None","Available now",14,"Colombo"
"maharagama",NA,NA,"4",3,2850,2,"2","Available now",22,"Colombo"
"kandy",272,"perches","4",3,4200,2,"6","For Urgent Sale",39,"Kandy"
"piliyandala",8,"perches","4",2,2000,NA,"None","Available now",15,"Colombo"
"athurugiriya",10.5,"perches","4",4,3400,NA,"None","Available now",31,"Colombo"
"pannipitiya",20.5,"perches","above 5",8,10000,NA,"None","Available now",185,"Colombo"
"ethul kotte",14,"perches","3",2,2500,NA,"None","Available now",67.2,"Colombo"
"colombo 13",7.8,"perches","5",2,2300,NA,"None","Available now",50,"Colombo"
"piliyandala",8.01,"perches","4",4,2500,NA,"None","Available now",27,"Colombo"
"kohuwala",6.5,"perches","5",3,3000,NA,"None","Available now",38,"Colombo"
"hokandara",10,"perches","3",3,1750,NA,"None","Available now",16,"Colombo"
"colombo 10",29.1,"perches","4",3,8200,NA,"None","Available now",155,"Colombo"
"colombo 10",1.5,"perches","2",1,1200,NA,"None","Available now",19.5,"Colombo"
"colombo 9",8,"perches","3",2,931,NA,"2","Available now",43,"Colombo"
"nugegoda",6,"perches","3",2,1500,NA,"2","Available now",30,"Colombo"
"colombo 2",NA,NA,"3",3,4250,NA,"3","Available now",220,"Colombo"
"battaramulla",NA,NA,"7",6,11000,NA,"6","",75,"Colombo"
"thalapathpitiya",60,"perches","5",3,NA,3,"3","Available now",55,"Colombo"
"hokandara",NA,NA,"4",3,5000,NA,"2","Available now",95,"Colombo"
"kaduwela",8,"perches","4",2,NA,NA,"2","Available now",15.5,"Colombo"
"colombo 8",23.4,"perches","4",4,3540,NA,"4","Available now",195,"Colombo"
"colombo 3",NA,NA,"5",NA,3000,NA,"2","Available now",140,"Colombo"
"rajagiriya",7,"perches","2",1,NA,NA,"None","Available now",28,"Colombo"
"dehiwala",15.3,"perches","above 5",NA,NA,NA,"2","Available now",75,"Colombo"
"colombo 5",11,"perches","3",3,NA,NA,"2","Available now",55,"Colombo"
"colombo 6",29,"perches","4",3,3800,3,"2","Sold",160,"Colombo"
"colombo 7",11,"perches","3",3,2500,NA,"4","For Urgent Sale",175,"Colombo"
"ethul kotte",17.2,"perches","4",3,2500,NA,"None","Available now",80,"Colombo"
"colombo 8",18,"perches","2",2,3700,NA,"None","Available now",115,"Colombo"
"colombo 7",12.25,NA,"4",3,2700,2,"None","Available now",240,"Colombo"
"pannipitiya",20,"perches","3",2,4000,NA,"None","Available now",23,"Colombo"
"pelawatte",16,"perches","5",5,3000,NA,"4","Available now",80,"Colombo"
"athurugiriya",6,"perches","3",3,2200,2,"1","Available now",17.3,"Colombo"
"lake drive",NA,NA,"4",NA,4000,2,"None","For Urgent Sale",250,"Colombo"
"colombo 5",NA,NA,"4",3,NA,NA,"None","Available now",185,"Colombo"
"nugegoda",13,"perches","5",5,4200,NA,"4","Available now",39,"Colombo"
"nugegoda",13.15,"perches","5",3,3500,NA,"6","Available now",67,"Colombo"
"colombo 6",15,"perches","4",NA,NA,NA,"2","Available now",109.5,"Colombo"
"colombo 5",18.6,"perches","4",3,3000,NA,"6","Available now",69,"Colombo"
"ethul kotte",17.2,"perches","4",3,2500,NA,"None","Available now",80,"Colombo"
"battaramulla",9.35,"perches","3",3,NA,NA,"2","Available now",40,"Colombo"
"wattala",10,"perches","4",2,NA,NA,"None","Available now",29,"Gampaha"
"pita kotte",90,"perches","5",4,6000,NA,"None","Available now",225,"Colombo"
"mount lavinia",8,"perches","above 5",5,4000,NA,"None","Available now",50,"Colombo"
"battaramulla",45,"perches","5",3,4012,NA,"None","Available now",120,"Colombo"
"balangoda",74,"perches","4",4,20119,2,"2","Available now",105,"Ratnapura"
"wattala",9.2,"perches","4",2,1350,2,"None","Available now",27.5,"Gampaha"
"dehiwala",29.3,"perches","5",2,3000,2,"2","Available now",135,"Colombo"
"dehiwala",15.5,"perches","5",4,4500,3,"2","Available now",85,"Colombo"
"rathmalana",8,"perches","3",4,3000,3,"3","Available now",29.5,"Colombo"
"tangalle",NA,NA,"above 5",12,NA,NA,"None","Available now",100,"Hambantota"
"kiribathgoda",10.5,"perches","5",4,2800,2,"2","Available now",45,"Colombo"
"wattala",11,"perches","5",3,3600,2,"2","Available now",28.5,"Gampaha"
"wattala",62,"perches","4",4,4500,2,"None","Available now",250,"Gampaha"
"weligama",52,"perches","4",2,NA,1,"None","For Urgent Sale",17,"Matara"
"wattala",15,"perches","5",1,2600,1,"3","Available now",35,"Gampaha"
"wattala",39,"perches","5",3,3700,2,"6","Available now",78,"Gampaha"
"wattala",13.5,"perches","3",2,2924,2,"3","Available now",40,"Gampaha"
"wattala",15,"perches","4",2,3500,1,"6","Available now",37.5,"Gampaha"
"colombo 10",9.72,"perches","4",3,2500,NA,"None","Available now",85,"Colombo"
"colombo 8",50,"perches","4",3,4000,NA,"None","Available now",375,"Colombo"
"kadawatha",10,"perches","5",3,3200,2,"1","Available now",33,"Gampaha"
"kadawatha",30,"perches","5",2,4500,2,"6","Available now",40,"Gampaha"
"battaramulla",18,"perches","4",3,5000,2,"3","Available now",70,"Colombo"
"kaduwela",12,"perches","5",3,2200,3,"2","Available now",35,"Colombo"
"thalahena",10,"perches","4",3,2114,2,"1","Available now",55,"Colombo"
"nugegoda",10.2,"perches","4",3,3750,2,"3","Available now",52,"Colombo"
"colombo 5",16.25,"perches","3",3,2000,1,"3","Available now",162.5,"Colombo"
"kiribathgoda",18.7,"perches","above 5",4,4416,3,"4","Available now",35,"Colombo"
"kadawatha",21.83,"perches","above 5",4,4700,3,"4","Available now",38,"Gampaha"
"nugegoda",10,"perches","4",2,3000,2,"None","Available now",37,"Colombo"
"ethul kotte",17,"perches","5",5,NA,NA,"None","Available now",130,"Colombo"
"colombo 6",7.5,"perches","5",3,3000,NA,"None","Available now",111,"Colombo"
"panadura",19,"perches","4",NA,5169,NA,"2","Available now",26,"Kalutara"
"thalawathugoda",6.6,"perches","4",NA,3400,3,"2","Available now",35,"Colombo"
"ganemulla",32,"perches","4",2,3400,NA,"None","Available now",32.5,"Gampaha"
"kiribathgoda",21,"perches","3",2,1800,2,"2","Available now",40,"Colombo"
"kiribathgoda",43,"perches","5",2,5200,2,"2","Available now",45,"Colombo"
"colombo 6",NA,NA,"3",2,1500,NA,"None","Available now",36,"Colombo"
"kandy",54.5,"perches","3",3,2750,NA,"None","Available now",NA,"Kandy"
"maharagama",11,"perches","5",4,5000,2,"2","Available now",60,"Colombo"
"ella",210,"perches","2",2,NA,NA,"2","Available now",30,"Badulla"
"rajagiriya",NA,NA,"3",2,2350,NA,"None","Available now",85,"Colombo"
"colombo 8",14.93,"perches","5",4,3900,2,"3","Available now",165,"Colombo"
"colombo 6",21,"perches","above 5",10,13500,3,"6","Price Reduced!",210,"Colombo"
"kohuwala",8.3,"perches","3",3,2300,NA,"2","For Urgent Sale",37.5,"Colombo"
"bandarawela",44,"perches","4",2,3500,1,"3","Available now",24,"Badulla"
"mount lavinia",7.8,"perches","3",2,1231,NA,"1","Available now",23.5,"Colombo"
"piliyandala",28,"perches","above 5",5,7200,2,"2","Available now",85,"Colombo"
"colombo 6",21,"perches","above 5",10,15000,NA,"None","Price Reduced!",210,"Colombo"
"nawinna",10.5,"perches","4",4,4100,2,"2","Available now",65,"Colombo"
"kohuwala",17.5,"perches","above 5",7,2500,2,"6","Available now",67,"Colombo"
"colombo 6",14,"perches","4",NA,3000,NA,"None","Available now",140,"Colombo"
"pita kotte",32,"perches","above 5",5,10000,4,"6","Price Reduced!",265,"Colombo"
"nawala",6.3,"perches","5",4,NA,NA,"2","Available now",50,"Colombo"
"colombo 5",7.5,"perches","4",3,3000,3,"2","Available now",150,"Colombo"
"pannipitiya",29,"perches","above 5",7,5000,3,"2","Available now",NA,"Colombo"
"mirissa",NA,NA,"above 5",4,3500,2,"None","Available now",70,"Matara"
"pita kotte",9.33,"perches","5",2,3643,2,"2","Available now",40,"Colombo"
"boralesgamuwa",6.47,"perches","5",3,3000,3,"None","Available now",25,"Colombo"
"pelawatte",10,"perches","3",2,2500,1,"2","Available now",39,"Colombo"
"thalawathugoda",20,"perches","4",5,11000,2,"4","Available now",74,"Colombo"
"panadura",154,"perches","4",3,2500,2,"6","Available now",55,"Kalutara"
"battaramulla",20,"perches","4",3,4400,2,"3","Available now",62,"Colombo"
"battaramulla",9,"perches","4",3,4000,3,"2","Available now",70,"Colombo"
"colombo 4",8,"perches","4",3,3000,2,"4","Available now",100,"Colombo"
"negombo",351,"perches","4",4,14000,NA,"None","Available now",250,"Gampaha"
"kandana",10,"perches","5",5,3600,NA,"None","Available now",28,"Gampaha"
"dehiwala",22,"perches","above 5",6,7500,2,"5","Price Reduced!",180,"Colombo"
"colombo 6",21.2,"perches","4",NA,NA,NA,"2","Available now",127.2,"Colombo"
"pita kotte",47,"perches","above 5",8,13000,3,"6","Available now",170,"Colombo"
"tangalle",NA,NA,"above 5",7,NA,NA,"None","Available now",75,"Hambantota"
"pannipitiya",15,"perches","3",3,3000,2,"None","Available now",32.5,"Colombo"
"homagama",6.9,"perches","3",2,1139,1,"1","Available now",14.5,"Colombo"
"colombo 7",19,"perches","3",3,4440,2,"2","Available now",320,"Colombo"
"malabe",7,"perches","5",5,3850,3,"2","Available now",37.5,"Colombo"
"boralesgamuwa",15,"perches","4",3,3275,2,"2","Available now",37.5,"Colombo"
"hokandara",11,"perches","5",5,3200,3,"2","Available now",45,"Colombo"
"battaramulla",21,"perches","4",3,4000,1,"2","Available now",49.5,"Colombo"
"rajagiriya",16.89,"perches","5",4,3600,2,"3","Available now",110,"Colombo"
"pepiliyana",14.67,"perches","3",3,3500,2,"4","Available now",80,"Colombo"
"nugegoda",39.7,"perches","3",3,5000,1,"2","Available now",125,"Colombo"
"colombo 5",32.42,"perches","3",3,3000,1,"5","Available now",140,"Colombo"
"rajagiriya",10,"perches","above 5",5,4000,2,"3","Available now",56,"Colombo"
"thalawathugoda",35,"perches","4",4,4800,2,"6","Available now",90,"Colombo"
"colombo 8",NA,NA,"5",3,5000,2,"None","Available now",175,"Colombo"
"kadawatha",NA,NA,"4",3,3000,2,"1","Available now",22,"Gampaha"
"pita kotte",18.8,"perches","above 5",6,7500,3,"4","Available now",60,"Colombo"
"thalawathugoda",27.5,"perches","above 5",5,5000,2,"6","Available now",50,"Colombo"
"battaramulla",17.4,"perches","4",4,4000,3,"2","Available now",120,"Colombo"
"seeduwa",13,"perches","4",4,5300,3,"2","Available now",55,"Gampaha"
"nugegoda",19,"perches","above 5",4,4500,2,"2","Available now",45,"Colombo"
"mount lavinia",14.75,"perches","above 5",7,5355,3,"2","Available now",120,"Colombo"
"malabe",28,"perches","above 5",4,3000,2,"4","Available now",35,"Colombo"
"athurugiriya",10,"perches","3",2,1700,2,"2","Available now",20,"Colombo"
"nawala",8,"perches","3",2,2150,2,"2","Available now",45,"Colombo"
"thalawathugoda",11,"perches","5",4,4300,3,"2","Available now",41,"Colombo"
"kandy",22.17,"perches","above 5",8,5772,3,"6","Available now",75,"Kandy"
"pelawatte",20,"perches","5",6,5000,3,"6","Available now",60,"Colombo"
"battaramulla",10,"perches","5",5,3000,3,"2","Available now",39,"Colombo"
"malabe",10,"perches","4",4,4300,3,"2","Available now",26.5,"Colombo"
"thalahena",9.5,"perches","4",3,2400,2,"2","Available now",30,"Colombo"
"pelawatte",55,"perches","4",5,4700,2,"6","Available now",200,"Colombo"
"madiwela",11,"perches","4",3,4500,2,"2","Available now",69,"Colombo"
"rajagiriya",57.7,"perches","4",4,12150,2,"6","Available now",450,"Colombo"
"colombo 7",22,"perches","5",2,4000,2,"4","Available now",310,"Colombo"
"thalawathugoda",28,"perches","4",3,5500,2,"2","Available now",120,"Colombo"
"kandana",NA,NA,"3",1,2000,1,"2","Available now",17,"Gampaha"
"kadawatha",16,"perches","3",2,2000,NA,"None","Available now",13.8,"Gampaha"
"hokandara",10,"perches","4",4,2400,1,"2","For Urgent Sale",22,"Colombo"
"rathmalana",17.9,"perches","above 5",6,3000,NA,"None","Available now",NA,"Colombo"
"hokandara",12.9,"perches","3",2,2600,2,"2","Available now",35,"Colombo"
"udahamulla",10,"perches","5",4,3200,3,"4","Available now",40,"Colombo"
"pelawatte",40,"perches","5",3,4000,2,"6","Available now",NA,"Colombo"
"thalawathugoda",8.5,"perches","4",3,2800,2,"2","Available now",34,"Colombo"
"battaramulla",NA,NA,"4",3,4200,2,"2","Available now",55,"Colombo"
"kandy",76,"perches","3",3,4000,2,"2","Available now",55,"Kandy"
"mulleriyawa",34,"perches","5",3,4500,3,"2","Available now",35,"Colombo"
"ja ela",10,"perches","3",2,3500,2,"2","Available now",29.5,"Gampaha"
"colombo 5",20,"perches","3",2,3000,2,"3","For Urgent Sale",120,"Colombo"
"ja ela",50,"perches","3",2,2100,1,"2","For Urgent Sale",35,"Gampaha"
"nawala",20,"perches","5",NA,7500,3,"2","Available now",150,"Colombo"
"kadawatha",20,"perches","5",3,3500,2,"2","Available now",38,"Gampaha"
"battaramulla",7,"perches","4",3,3500,2,"2","Available now",47.5,"Colombo"
"malabe",10,"perches","4",3,6000,2,"2","Available now",55,"Colombo"
"horana",30,"perches","above 5",2,3000,1,"3","Available now",20,"Kalutara"
"dehiwala",16.4,"perches","2",2,3300,2,"2","Available now",75,"Colombo"
"rajagiriya",9,"perches","above 5",4,4000,3,"2","Available now",70,"Colombo"
"colombo 6",29,"perches","5",5,12000,NA,"None","Available now",150,"Colombo"
"thalawathugoda",10.5,"perches","4",3,3800,2,"2","Available now",34,"Colombo"
"kandy",10.5,"perches","5",5,4000,2,"3","Available now",80,"Kandy"
"maharagama",10,"perches","4",3,2500,1,"1","Available now",23,"Colombo"
"ahangama",132,"perches","3",NA,NA,NA,"None","Available now",27.5,"Galle"
"koswatta",7.6,"perches","4",4,3000,2,"2","Sold",24,"Colombo"
"rajagiriya",NA,NA,"4",3,6000,NA,"3","Sold",85,"Colombo"
"battaramulla",65,"perches","above 5",NA,5000,3,"6","Available now",230,"Colombo"
"malabe",10.12,"perches","4",3,2675,2,"2","Available now",53,"Colombo"
"negombo",15.5,"perches","3",1,1500,1,"2","Available now",10,"Gampaha"
"nugegoda",14.5,"perches","above 5",NA,NA,NA,"2","Available now",80,"Colombo"
"thalawathugoda",31,"perches","5",4,NA,NA,"3","Available now",85,"Colombo"
"rajagiriya",27.55,"perches","5",4,4655,2,"4","Available now",78,"Colombo"
"battaramulla",25,"perches","above 5",10,15000,NA,"None","Available now",200,"Colombo"
"colombo 8",NA,NA,"1",1,1100,NA,"None","Available now",33,"Colombo"
"nawala",10,"perches","5",4,3900,3,"2","Sold",65,"Colombo"
"pelawatte",10.5,"perches","4",4,NA,2,"4","Available now",48.5,"Colombo"
"kandy",64,"perches","3",3,2000,NA,"6","Sold",17,"Kandy"
"boralesgamuwa",12,"perches","5",5,4400,3,"6","Available now",65,"Colombo"
"nawala",29.8,"perches","above 5",5,4500,NA,"6","Available now",150,"Colombo"
"mathugama",92,"perches","5",2,3000,1,"6","Available now",15,"Kalutara"
"thalawathugoda",15.5,"perches","4",2,2500,2,"2","Available now",29,"Colombo"
"pita kotte",16.7,"perches","4",NA,4000,3,"2","Available now",65,"Colombo"
"kandy",14.7,"perches","4",5,3600,NA,"2","Sold",36,"Kandy"
"dehiwala",16,"perches","above 5",6,6500,3,"3","Available now",75,"Colombo"
"ethul kotte",23,"perches","4",3,4400,2,"3","Available now",75,"Colombo"
"katugastota",16.6,"perches","4",3,5500,3,"4","Available now",65,"Kandy"
"colombo 5",7.9,"perches","3",2,3200,2,"2","Sold",72,"Colombo"
"kandy",15,"perches","4",3,3500,NA,"5","Available now",58,"Kandy"
"mount lavinia",13.5,"perches","3",2,4000,NA,"2","Available now",55,"Colombo"
"kandy",12.5,"perches","5",5,4500,3,"2","For Urgent Sale",85,"Kandy"
"kandy",10.5,"perches","above 5",5,4000,3,"3","For Urgent Sale",75,"Kandy"
"colombo 7",5.9,"perches","4",3,NA,2,"None","Available now",83,"Colombo"
"thalawathugoda",9,"perches","5",4,2500,NA,"None","Available now",30,"Colombo"
